,NumDots,UrlLength,AtSymbol,NumDash,NumPercent,NumQueryComponents,IpAddress,HttpsInHostname,PathLevel,PathLength,NumNumericChars,Phising
1653,2,25,0,0,0,0,0,0,2,6,0,1
1654,3,93,0,1,0,0,0,0,7,64,23,1
1655,2,43,0,2,0,0,0,0,5,21,0,1
1656,4,82,0,1,0,0,0,0,5,51,0,1
1657,3,93,0,1,0,0,0,0,7,64,21,1
1658,3,84,0,1,0,0,0,0,4,51,21,1
1659,1,54,0,1,0,0,0,0,6,31,4,1
1660,2,33,0,0,0,0,0,0,1,10,0,1
1661,1,44,0,0,0,0,0,0,7,26,0,1
1662,3,51,0,0,0,0,0,0,4,25,0,1
1663,2,80,0,1,0,0,0,0,4,51,18,1
1664,2,41,0,0,0,0,0,0,4,15,0,1
1665,1,57,0,0,1,0,0,0,6,33,3,1
1666,1,72,0,0,2,0,0,0,7,48,6,1
1667,1,72,0,0,2,0,0,0,7,48,6,1
1668,4,47,0,0,0,0,0,0,3,26,0,1
1669,1,30,0,0,0,0,0,0,3,14,0,1
1670,3,53,0,0,0,0,0,0,4,29,6,1
1671,3,175,0,1,0,2,1,0,5,31,22,1
1672,3,52,0,1,0,0,0,0,2,27,0,1
1673,2,61,0,0,0,0,0,0,6,36,1,1
1674,5,61,0,0,0,0,0,0,4,36,0,1
1675,2,54,0,1,0,0,0,0,4,27,0,1
1676,2,54,0,0,0,0,0,0,6,36,0,1
1677,2,53,0,0,0,0,0,0,4,34,0,1
1678,2,51,0,0,0,0,0,0,4,32,0,1
1679,2,43,0,0,0,0,0,0,3,24,0,1
1680,2,76,0,0,0,0,0,0,4,45,29,1
1681,2,76,0,0,0,0,0,0,4,45,26,1
1682,4,51,0,0,0,0,0,0,3,25,0,1
1683,2,36,0,0,0,0,0,0,1,13,0,1
1684,2,78,0,0,0,0,0,0,4,49,22,1
1685,3,52,0,0,0,0,0,0,3,23,0,1
1686,1,39,0,0,0,0,0,0,3,11,1,1
1687,2,43,0,0,0,0,0,0,2,19,0,1
1688,3,34,0,0,0,0,0,0,2,8,6,1
1689,3,84,0,1,0,0,0,0,4,51,20,1
1690,3,84,0,1,0,0,0,0,4,51,25,1
1691,3,84,0,1,0,0,0,0,4,51,18,1
1692,2,58,0,0,0,0,0,0,5,39,0,1
1693,3,39,0,0,0,0,0,0,2,14,0,1
1694,2,61,0,0,0,0,0,0,5,31,0,1
1695,2,40,0,0,0,0,0,0,3,20,0,1
1696,2,49,0,0,0,0,0,0,4,30,0,1
1697,3,38,0,0,0,0,0,0,3,9,0,1
1698,1,24,0,0,0,0,0,0,2,6,0,1
1699,3,39,0,0,0,0,0,0,2,12,0,1
1700,3,50,0,1,0,0,0,0,3,29,0,1
1701,1,23,0,0,0,0,0,0,2,5,0,1
1702,3,59,0,0,0,0,0,0,4,28,0,1
1703,2,41,0,0,0,0,0,0,3,20,0,1
1704,1,33,0,1,0,0,0,0,2,7,0,1
1705,3,93,0,1,0,0,0,0,7,64,21,1
1706,2,43,0,1,0,0,0,0,2,17,0,1
1707,1,50,0,1,0,0,0,0,5,22,0,1
1708,1,49,0,1,0,0,0,0,5,21,0,1
1709,3,57,0,0,0,0,0,0,3,29,0,1
1710,2,48,0,0,0,0,0,0,3,20,0,1
1711,1,58,0,0,0,0,0,0,6,28,1,1
1712,1,23,0,0,0,0,0,0,2,4,0,1
1713,2,76,0,1,0,0,0,0,8,50,0,1
1714,3,53,0,0,0,0,0,0,1,10,0,1
1715,15,247,0,0,0,6,0,0,2,17,74,1
1716,1,41,0,1,0,0,0,0,4,21,0,1
1717,1,20,0,0,0,0,0,0,2,4,0,1
1718,3,63,0,1,0,0,0,0,4,31,0,1
1719,3,34,0,0,0,0,0,0,2,15,0,1
1720,2,22,0,0,0,0,0,0,0,1,0,1
1721,3,93,0,1,0,0,0,0,7,64,18,1
1722,1,31,0,0,0,0,0,0,3,13,0,1
1723,2,37,0,0,0,0,0,0,3,19,0,1
1724,3,51,0,0,0,0,0,0,3,28,0,1
1725,2,29,0,0,0,0,0,0,1,12,0,1
1726,3,68,0,0,0,0,0,0,3,32,7,1
1727,2,47,0,1,0,0,0,0,4,23,4,1
1728,2,37,0,0,0,0,0,0,2,16,0,1
1729,2,92,0,1,0,0,0,0,5,56,22,1
1730,3,93,0,1,0,0,0,0,7,64,19,1
1731,1,64,0,0,0,0,0,0,3,38,20,1
1732,1,58,0,1,0,0,0,0,3,38,23,1
1733,1,59,0,0,0,0,0,0,3,38,14,1
1734,1,67,0,0,0,0,0,0,3,38,20,1
1735,1,58,0,0,0,0,0,0,2,17,0,1
1736,1,49,0,0,0,0,0,0,2,27,0,1
1737,2,38,0,0,0,0,0,0,2,16,0,1
1738,1,38,0,1,0,0,0,0,4,14,4,1
1739,3,93,0,1,0,0,0,0,7,64,21,1
1740,3,64,0,1,0,0,0,0,5,37,4,1
1741,3,121,0,0,0,0,0,0,2,100,79,1
1742,2,31,0,0,0,0,0,0,2,9,0,1
1743,1,54,0,1,0,0,0,0,5,33,0,1
1744,1,35,0,0,0,0,0,0,3,19,0,1
1745,1,48,0,1,0,0,0,0,6,30,0,1
1746,2,34,0,0,0,0,0,0,2,15,0,1
1747,2,91,0,1,0,1,0,0,2,18,2,1
1748,1,52,0,0,0,0,0,0,2,30,0,1
1749,3,68,0,0,0,0,0,0,5,38,0,1
1750,1,49,0,1,0,0,0,0,5,26,0,1
1751,2,105,0,1,0,0,0,0,6,71,24,1
1752,1,87,0,1,0,0,0,0,7,68,29,1
1753,1,87,0,1,0,0,0,0,7,68,30,1
1754,1,87,0,1,0,0,0,0,7,68,21,1
1755,2,62,0,0,0,0,0,0,5,43,0,1
1756,3,93,0,1,0,0,0,0,7,64,21,1
1757,2,79,0,0,0,0,0,0,4,49,0,1
1758,7,99,0,0,0,1,0,0,2,3,12,1
1759,4,43,0,0,0,0,0,0,3,22,0,1
1760,3,48,0,1,0,0,0,0,3,22,0,1
1761,1,50,0,0,0,0,0,0,4,21,0,1
1762,2,36,0,0,0,0,0,0,2,14,0,1
1763,2,37,0,0,0,0,0,0,2,15,0,1
1764,2,82,0,1,0,0,0,0,5,56,33,1
1765,2,35,0,1,0,0,0,0,2,10,0,1
1766,3,54,0,0,0,0,0,0,3,30,0,1
1767,3,48,0,0,0,0,0,0,4,25,1,1
1768,2,60,0,1,0,0,0,0,5,32,0,1
1769,3,71,0,0,0,0,0,0,5,31,0,1
1770,1,22,0,0,0,0,0,0,2,3,0,1
1771,7,98,0,0,0,1,0,0,2,3,11,1
1772,2,41,0,1,0,0,0,0,3,28,0,1
1773,2,35,0,0,0,0,0,0,3,10,0,1
1774,2,35,0,0,0,0,0,0,3,10,0,1
1775,2,39,0,0,0,0,0,0,3,14,0,1
1776,2,40,0,0,0,0,0,0,3,15,0,1
1777,2,36,0,0,0,0,0,0,3,11,0,1
1778,3,47,0,0,0,0,0,0,2,17,0,1
1779,2,41,0,0,0,0,0,0,3,14,0,1
1780,2,32,0,1,0,0,0,0,2,13,0,1
1781,3,45,0,1,0,0,0,0,2,20,0,1
1782,2,48,0,0,0,0,0,0,3,21,0,1
1783,2,60,0,1,0,0,0,0,4,25,0,1
1784,3,47,0,0,0,0,0,0,3,23,1,1
1785,2,49,0,1,0,1,0,0,3,24,0,1
1786,2,78,0,1,0,1,0,0,3,19,1,1
1787,3,93,0,1,0,0,0,0,7,64,17,1
1788,3,93,0,1,0,0,0,0,7,64,25,1
1789,3,93,0,1,0,0,0,0,7,64,20,1
1790,2,47,0,1,0,0,0,0,2,21,0,1
1791,7,134,0,1,0,0,0,0,9,49,15,1
1792,1,39,0,0,0,0,0,0,3,15,0,1
1793,3,76,0,0,0,0,0,0,4,43,0,1
1794,1,27,0,0,0,0,0,0,2,5,0,1
1795,3,47,0,0,0,0,0,0,2,18,0,1
1796,4,47,0,0,0,0,0,0,2,18,0,1
1797,3,43,0,0,0,0,0,0,2,14,0,1
1798,2,48,0,0,0,0,0,0,3,26,0,1
1799,3,58,0,1,0,0,0,0,2,23,1,1
1800,2,50,0,0,0,0,0,0,2,23,0,1
1801,3,50,0,0,0,0,0,0,3,23,0,1
1802,1,67,0,0,0,0,0,0,3,38,18,1
1803,1,61,0,0,0,0,0,0,3,38,19,1
1804,1,66,0,0,0,0,0,0,3,38,25,1
1805,1,66,0,0,0,0,0,0,3,38,16,1
1806,1,58,0,1,0,0,0,0,3,38,18,1
1807,1,61,0,0,0,0,0,0,3,38,25,1
1808,1,59,0,0,0,0,0,0,3,38,17,1
1809,1,58,0,1,0,0,0,0,3,38,21,1
1810,1,58,0,1,0,0,0,0,3,38,18,1
1811,1,64,0,0,0,0,0,0,3,38,22,1
1812,1,64,0,0,0,0,0,0,3,38,15,1
1813,1,66,0,0,0,0,0,0,3,38,18,1
1814,1,59,0,0,0,0,0,0,3,38,21,1
1815,1,64,0,0,0,0,0,0,3,38,20,1
1816,1,67,0,0,0,0,0,0,3,38,25,1
1817,1,67,0,0,0,0,0,0,3,38,17,1
1818,1,67,0,0,0,0,0,0,3,38,24,1
1819,2,26,0,0,0,0,0,0,2,7,0,1
1820,2,79,0,0,0,0,0,0,5,57,23,1
1821,1,33,0,0,0,0,0,0,2,9,0,1
1822,1,52,0,0,1,0,0,0,6,33,3,1
1823,1,52,0,0,1,0,0,0,6,33,3,1
1824,7,80,0,1,0,0,0,0,2,5,3,1
1825,2,30,0,0,0,0,0,0,1,8,0,1
1826,5,79,0,0,0,0,0,0,6,53,0,1
1827,2,166,0,1,0,2,0,0,3,52,25,1
1828,2,43,0,0,0,0,0,0,2,20,0,1
1829,2,39,0,1,0,0,0,0,3,15,0,1
1830,14,241,0,0,0,6,0,0,3,24,74,1
1831,1,34,0,1,0,0,0,0,2,12,0,1
1832,3,45,0,0,0,0,0,0,3,20,0,1
1833,1,63,0,0,0,0,0,0,3,38,21,1
1834,1,63,0,0,0,0,0,0,3,38,20,1
1835,1,63,0,0,0,0,0,0,3,38,17,1
1836,2,60,0,0,0,0,0,0,2,24,1,1
1837,2,56,0,0,0,0,0,0,2,20,1,1
1838,2,40,0,0,0,0,0,0,2,17,0,1
1839,3,135,0,1,0,0,0,0,5,111,23,1
1840,1,101,0,0,0,0,0,0,9,81,30,1
1841,2,44,0,0,0,0,0,0,2,19,1,1
1842,1,47,0,0,0,0,0,0,5,32,0,1
1843,3,58,0,0,0,0,0,0,3,23,0,1
1844,3,61,0,0,0,0,0,0,3,23,0,1
1845,3,68,0,0,0,0,0,0,3,23,0,1
1846,3,60,0,0,0,0,0,0,3,23,0,1
1847,3,58,0,0,0,0,0,0,3,23,0,1
1848,3,59,0,0,0,0,0,0,3,23,0,1
1849,2,144,0,0,0,0,0,0,5,57,71,1
1850,7,117,0,0,0,2,0,0,1,10,4,1
1851,3,57,0,0,0,0,0,0,3,25,4,1
1852,3,44,0,0,0,0,0,0,2,18,0,1
1853,3,47,0,1,0,0,0,0,2,19,0,1
1854,3,43,0,0,0,0,0,0,1,10,0,1
1855,2,57,0,0,0,0,0,0,5,42,0,1
1856,4,47,0,0,0,0,0,0,3,18,0,1
1857,2,42,0,0,0,0,0,0,3,23,2,1
1858,3,71,0,1,0,0,0,0,4,50,24,1
1859,2,37,0,0,0,0,0,0,2,15,0,1
1860,7,135,0,1,0,0,0,0,9,49,15,1
1861,4,59,0,0,0,0,0,0,4,36,0,1
1862,4,55,0,0,0,0,0,0,2,22,0,1
1863,3,58,0,0,0,0,0,0,3,23,0,1
1864,2,135,0,1,0,2,0,0,2,18,4,1
1865,3,40,0,0,0,0,0,0,1,9,0,1
1866,3,48,0,0,0,0,0,0,3,29,0,1
1867,3,53,0,0,0,0,0,0,3,24,0,1
1868,2,48,0,0,0,0,0,0,3,27,0,1
1869,2,47,0,0,0,0,0,0,3,26,0,1
1870,4,102,0,1,0,0,0,0,5,56,0,1
1871,2,47,0,0,0,0,0,0,3,26,0,1
1872,2,47,0,1,0,0,0,0,3,23,0,1
1873,2,52,0,2,0,0,0,0,3,24,1,1
1874,2,84,0,0,0,0,0,0,4,49,22,1
1875,3,58,0,0,0,0,0,0,4,39,0,1
1876,3,65,0,1,0,0,0,0,6,38,2,1
1877,4,78,0,0,0,0,1,0,6,58,10,1
1878,2,42,0,0,0,0,0,0,3,26,0,1
1879,3,63,0,0,0,0,0,0,4,25,0,1
1880,2,43,0,0,0,0,0,0,3,21,0,1
1881,3,54,0,0,0,0,0,0,2,17,0,1
1882,1,43,0,0,0,0,0,0,4,12,0,1
1883,3,51,0,0,0,0,0,0,2,17,0,1
1884,3,71,0,0,0,0,0,0,3,36,6,1
1885,2,77,0,1,0,0,0,0,5,46,0,1
1886,2,47,0,0,0,0,0,0,2,23,0,1
1887,2,35,0,0,0,0,0,0,2,16,0,1
1888,6,134,0,0,0,1,0,0,4,43,1,1
1889,2,75,0,1,0,0,0,0,5,51,22,1
1890,4,57,0,0,0,0,1,0,5,38,9,1
1891,2,51,0,0,0,0,0,0,4,29,1,1
1892,3,92,0,0,0,0,0,0,4,64,4,1
1893,1,39,0,0,0,0,0,0,1,8,0,1
1894,2,39,0,0,0,0,0,0,2,17,1,1
1895,2,41,0,0,0,0,0,0,3,26,0,1
1896,3,51,0,0,0,0,0,0,4,32,0,1
1897,4,54,0,0,0,0,0,0,4,29,0,1
1898,1,68,0,1,0,0,0,0,7,41,0,1
1899,3,68,0,2,0,0,0,0,5,43,0,1
1900,2,65,0,0,0,1,0,0,6,36,0,1
1901,3,71,0,0,0,0,1,0,4,50,29,1
1902,2,60,0,0,0,0,0,0,6,36,0,1
1903,3,41,0,0,0,0,0,0,3,22,4,1
1904,2,38,0,0,0,0,0,0,2,15,0,1
1905,4,46,0,0,0,0,0,0,3,17,0,1
1906,3,75,0,0,1,0,0,0,5,39,7,1
1907,1,48,0,0,0,0,0,0,5,28,0,1
1908,3,53,0,0,0,0,0,0,1,20,0,1
1909,2,53,0,0,0,0,0,0,2,27,0,1
1910,2,37,0,1,0,0,0,0,1,11,0,1
1911,2,52,0,0,0,0,0,0,5,36,0,1
1912,2,43,0,0,0,0,0,0,3,16,0,1
1913,3,59,0,0,0,0,0,0,4,35,1,1
1914,5,52,0,0,0,0,0,0,2,24,0,1
1915,2,90,0,1,0,2,0,0,3,19,1,1
1916,9,210,0,1,0,4,0,0,9,49,15,1
1917,3,53,0,0,0,0,0,0,4,34,0,1
1918,7,128,0,1,0,2,0,0,4,46,1,1
1919,2,34,0,0,0,0,0,0,2,10,0,1
1920,3,63,0,1,0,0,0,0,4,34,0,1
1921,2,86,0,5,0,0,0,0,4,64,6,1
1922,3,51,0,1,0,0,0,0,4,23,0,1
1923,2,43,0,0,0,0,0,0,4,19,0,1
1924,3,42,0,0,0,0,0,0,2,19,0,1
1925,1,32,0,1,0,0,0,0,2,6,0,1
1926,4,43,0,0,0,0,0,0,4,20,0,1
1927,2,40,0,1,0,0,0,0,3,27,0,1
1928,2,52,0,1,0,0,0,0,4,28,0,1
1929,2,37,0,0,0,0,0,0,3,19,0,1
1930,2,86,0,1,0,2,0,0,3,19,1,1
1931,3,57,0,0,0,0,0,0,4,35,0,1
1932,3,42,0,0,0,0,0,0,3,20,0,1
1933,1,22,0,0,0,0,0,0,2,4,0,1
1934,3,52,0,3,0,0,0,0,3,13,12,1
1935,3,79,0,0,0,0,0,0,6,52,4,1
1936,2,44,0,0,0,0,0,0,3,22,0,1
1937,3,43,0,0,0,0,0,0,3,22,0,1
1938,2,44,0,0,0,0,0,0,3,22,0,1
1939,2,48,0,0,0,0,0,0,3,22,0,1
1940,2,39,0,0,0,0,0,0,3,22,0,1
1941,1,32,0,1,0,0,0,0,3,17,0,1
1942,2,39,0,0,0,0,0,0,2,18,0,1
1943,1,20,0,0,0,0,0,0,2,4,0,1
1944,1,22,0,0,0,0,0,0,2,4,0,1
1945,2,53,0,1,0,0,0,0,4,29,0,1
1946,3,42,0,0,0,0,0,0,2,19,0,1
1947,3,39,0,0,0,0,0,0,2,16,2,1
1948,3,39,0,0,0,0,0,0,2,16,3,1
1949,3,39,0,0,0,0,0,0,2,16,3,1
1950,2,78,0,0,0,0,0,0,3,52,21,1
1951,2,26,0,0,0,0,0,0,2,4,0,1
1952,1,24,0,0,0,0,0,0,2,5,0,1
1953,1,26,0,0,0,0,0,0,2,4,0,1
1954,5,104,0,0,0,0,0,0,4,87,21,1
1955,1,42,0,0,0,0,0,0,5,25,0,1
1956,1,50,0,1,0,0,0,0,5,30,4,1
1957,1,39,0,0,0,0,0,0,3,9,0,1
1958,2,43,0,0,0,0,0,0,3,22,0,1
1959,2,44,0,0,0,0,0,0,3,22,0,1
1960,2,40,0,1,0,0,0,0,1,10,0,1
1961,2,41,0,0,0,0,0,0,3,22,0,1
1962,5,67,0,1,0,0,0,0,2,29,0,1
1963,5,67,0,1,0,0,0,0,2,29,1,1
1964,6,135,0,0,0,1,0,0,4,43,1,1
1965,2,51,0,0,0,0,0,0,4,32,0,1
1966,1,52,0,1,0,0,0,0,4,14,4,1
1967,2,61,0,1,0,0,0,0,4,23,4,1
1968,2,60,0,0,0,1,0,0,3,13,5,1
1969,2,33,0,0,0,0,0,0,2,15,0,1
1970,5,71,0,1,0,0,1,0,5,52,9,1
1971,1,56,0,0,0,1,0,0,3,13,5,1
1972,2,104,0,0,0,3,0,0,2,4,6,1
1973,4,75,0,1,0,0,0,0,5,43,0,1
1974,2,49,0,1,0,0,0,0,4,29,0,1
1975,3,70,0,0,0,1,0,0,3,23,5,1
1976,2,41,0,0,0,0,0,0,1,12,0,1
1977,9,202,0,1,0,4,0,0,9,49,15,1
1978,2,47,0,0,0,0,0,0,2,16,1,1
1979,2,50,0,0,0,0,0,0,4,23,4,1
1980,2,50,0,0,0,0,0,0,4,23,4,1
1981,2,50,0,0,0,0,0,0,4,23,4,1
1982,2,35,0,0,0,0,0,0,2,18,4,1
1983,2,33,0,0,0,0,0,0,1,10,0,1
1984,3,41,0,0,0,0,0,0,1,10,0,1
1985,2,29,0,0,0,0,0,0,1,10,0,1
1986,2,47,0,0,0,0,0,0,3,22,0,1
1987,2,37,0,0,0,0,0,0,1,10,0,1
1988,7,115,0,1,0,3,0,0,2,5,13,1
1989,3,48,0,0,0,0,0,0,3,22,0,1
1990,2,40,0,0,0,0,0,0,1,10,0,1
1991,2,40,0,0,0,0,0,0,1,10,0,1
1992,2,33,0,1,0,0,0,0,1,10,0,1
1993,2,71,0,1,0,0,0,0,6,48,0,1
1994,3,54,0,0,0,0,0,0,3,22,0,1
1995,2,52,0,0,0,0,0,0,4,33,0,1
1996,2,39,0,0,0,0,0,0,3,12,0,1
1997,4,145,0,2,0,1,0,0,4,35,36,1
1998,2,52,0,0,0,0,0,0,2,16,0,1
1999,2,35,0,0,0,0,0,0,1,10,0,1
2000,2,47,0,0,0,0,0,0,3,22,0,1
2001,3,56,0,1,0,0,0,0,3,22,0,1
2002,2,44,0,0,0,0,0,0,3,22,0,1
2003,2,40,0,0,0,0,0,0,3,22,2,1
2004,2,42,0,0,0,0,0,0,3,22,0,1
2005,2,43,0,0,0,0,0,0,1,10,0,1
2006,2,45,0,0,0,0,0,0,3,22,0,1
2007,2,63,0,1,0,0,0,0,6,44,0,1
2008,3,47,0,0,0,0,0,0,3,23,0,1
2009,2,45,0,0,0,0,0,0,3,22,0,1
2010,2,83,0,0,0,4,0,0,4,33,1,1
2011,2,39,0,0,0,0,0,0,1,10,0,1
2012,2,45,0,0,0,0,0,0,3,22,0,1
2013,3,46,0,0,0,0,0,0,3,22,0,1
2014,3,84,0,3,0,0,0,0,6,59,0,1
2015,3,47,0,0,0,0,0,0,3,16,0,1
2016,3,49,0,0,0,0,0,0,3,22,0,1
2017,2,47,0,0,0,0,0,0,3,22,0,1
2018,4,51,0,0,0,0,0,0,2,19,0,1
2019,2,37,0,1,0,0,0,0,2,18,0,1
2020,2,44,0,0,0,0,0,0,3,21,0,1
2021,2,50,0,0,0,0,0,0,2,15,0,1
2022,3,40,0,0,0,0,0,0,2,17,0,1
2023,9,188,0,1,0,1,0,0,9,49,15,1
2024,2,60,0,1,0,0,0,0,5,42,0,1
2025,2,72,0,0,0,0,0,0,6,47,4,1
2026,2,84,0,3,0,0,0,0,6,59,0,1
2027,2,47,0,0,0,0,0,0,3,21,0,1
2028,2,81,0,1,0,0,0,0,6,52,0,1
2029,3,67,0,0,0,0,0,0,6,40,0,1
2030,5,75,0,2,0,0,1,0,5,56,9,1
2031,2,76,0,0,0,0,0,0,7,35,4,1
2032,4,75,0,1,0,0,1,0,5,56,9,1
2033,5,65,0,1,0,0,1,0,5,46,9,1
2034,5,62,0,1,0,0,1,0,5,43,9,1
2035,5,65,0,1,0,0,1,0,5,46,9,1
2036,5,67,0,1,0,0,1,0,5,48,9,1
2037,2,116,0,2,0,2,0,0,5,49,1,1
2038,5,69,0,1,0,0,1,0,5,50,9,1
2039,2,37,0,0,0,0,0,0,2,15,0,1
2040,3,43,0,0,0,0,0,0,2,21,4,1
2041,3,49,0,0,0,0,0,0,2,25,0,1
2042,5,66,0,1,0,0,1,0,5,47,9,1
2043,3,97,0,1,0,0,0,0,6,75,16,1
2044,7,79,0,1,0,0,0,0,2,5,1,1
2045,7,73,0,1,0,0,0,0,2,5,2,1
2046,1,50,0,1,0,0,0,0,3,28,4,1
2047,2,40,0,0,0,0,0,0,2,23,0,1
2048,5,64,0,1,0,0,1,0,5,45,9,1
2049,2,38,0,0,0,0,0,0,2,15,0,1
2050,2,53,0,1,0,0,0,0,4,30,0,1
2051,2,52,0,1,0,0,0,0,4,32,0,1
2052,1,26,0,0,0,0,0,0,2,5,0,1
2053,3,48,0,0,0,0,0,0,2,25,0,1
2054,2,41,0,0,0,0,0,0,3,24,0,1
2055,3,72,0,1,0,0,0,0,5,44,0,1
2056,2,37,0,0,0,0,0,0,2,16,0,1
2057,3,81,0,1,0,0,0,0,6,61,0,1
2058,2,53,0,1,0,0,0,0,4,29,0,1
2059,2,45,0,0,0,0,0,0,1,25,0,1
2060,9,203,0,1,0,4,0,0,9,49,15,1
2061,2,56,0,1,0,0,0,0,5,40,0,1
2062,3,47,0,0,0,0,0,0,3,28,0,1
2063,2,44,0,1,0,0,0,0,3,16,0,1
2064,3,48,0,0,0,0,0,0,2,15,0,1
2065,7,96,0,1,0,3,0,0,2,5,5,1
2066,2,59,0,0,0,0,0,0,5,35,0,1
2067,2,29,0,0,0,0,0,0,2,8,2,1
2068,1,102,0,3,0,0,0,0,6,73,27,1
2069,3,40,0,0,0,0,0,0,3,21,4,1
2070,7,110,0,1,0,2,0,0,2,5,5,1
2071,2,48,0,0,0,0,0,0,1,22,0,1
2072,2,35,0,0,0,0,0,0,2,14,0,1
2073,3,60,0,1,0,0,0,0,4,32,0,1
2074,2,46,0,1,0,0,0,0,1,22,0,1
2075,2,55,0,1,0,0,0,0,2,5,0,1
2076,1,102,0,3,0,0,0,0,6,73,19,1
2077,3,49,0,0,0,0,0,0,3,21,0,1
2078,3,47,0,0,0,0,0,0,2,17,3,1
2079,3,49,0,0,0,0,0,0,3,21,0,1
2080,7,83,0,2,0,0,0,0,2,5,2,1
2081,3,64,0,0,0,0,0,0,6,36,0,1
2082,11,163,0,0,0,0,0,0,3,73,20,1
2083,5,73,0,2,0,0,0,0,5,42,0,1
2084,4,51,0,0,0,0,0,0,3,16,0,1
2085,4,52,0,0,0,0,0,0,3,17,0,1
2086,3,52,0,0,0,0,0,0,4,31,0,1
2087,2,34,0,0,0,0,0,0,2,13,0,1
2088,3,38,0,0,0,0,0,0,3,16,4,1
2089,2,55,0,0,0,0,0,0,4,31,0,1
2090,3,50,0,0,0,0,0,0,3,21,0,1
2091,2,56,0,0,0,0,0,0,4,25,0,1
2092,8,93,0,1,0,0,0,0,4,20,12,1
2093,4,44,0,0,0,0,0,0,3,21,4,1
2094,2,108,0,2,0,1,0,0,5,49,1,1
2095,2,35,0,0,0,0,0,0,2,14,0,1
2096,2,67,0,1,0,0,0,0,5,49,0,1
2097,3,50,0,0,0,0,0,0,2,21,0,1
2098,3,66,0,0,0,0,0,0,4,37,0,1
2099,2,145,0,0,0,1,0,0,5,57,71,1
2100,2,39,0,0,0,0,0,0,2,17,0,1
2101,2,50,0,1,0,0,0,0,2,23,0,1
2102,4,45,0,0,0,0,0,0,3,22,4,1
2103,2,180,0,0,0,3,0,0,5,57,71,1
2104,1,35,0,1,0,0,0,0,3,20,0,1
2105,4,73,0,0,0,0,0,0,3,39,0,1
2106,2,64,0,1,0,0,0,0,6,37,0,1
2107,3,30,0,0,0,0,0,0,1,9,0,1
2108,2,92,0,1,0,0,0,0,8,61,1,1
2109,2,47,0,1,0,0,0,0,3,24,0,1
2110,2,47,0,1,0,0,0,0,3,24,0,1
2111,2,47,0,1,0,0,0,0,3,24,0,1
2112,2,48,0,1,0,0,0,0,3,25,0,1
2113,2,46,0,1,0,0,0,0,3,23,0,1
2114,2,46,0,1,0,0,0,0,3,23,0,1
2115,2,47,0,1,0,0,0,0,3,24,0,1
2116,2,46,0,1,0,0,0,0,3,23,0,1
2117,5,71,0,2,0,0,0,0,5,40,0,1
2118,2,179,0,0,0,2,0,0,5,57,71,1
2119,3,65,0,0,0,0,0,0,4,43,0,1
2120,2,54,0,0,0,0,0,0,4,35,0,1
2121,2,51,0,0,0,0,0,0,4,32,0,1
2122,4,58,0,1,0,1,0,0,2,19,1,1
2123,3,46,0,0,0,0,0,0,4,29,0,1
2124,3,55,0,0,0,0,0,0,1,10,0,1
2125,2,66,0,1,0,0,0,0,4,35,0,1
2126,3,94,0,2,0,0,0,0,5,60,2,1
2127,2,44,0,1,0,0,0,0,2,19,0,1
2128,2,105,0,0,0,2,0,0,5,57,23,1
2129,2,190,0,0,0,5,0,0,5,57,71,1
2130,3,34,0,0,0,0,0,0,2,12,0,1
2131,3,68,0,1,0,0,0,0,4,40,0,1
2132,3,49,0,0,0,0,0,0,3,20,1,1
2133,2,36,0,0,0,0,0,0,2,14,0,1
2134,2,189,0,0,0,4,0,0,5,57,71,1
2135,2,61,0,0,0,0,0,0,2,37,0,1
2136,3,37,0,1,0,0,0,0,2,17,2,1
2137,4,97,0,0,0,1,0,0,4,43,1,1
2138,3,83,0,1,0,0,0,0,9,54,7,1
2139,3,54,0,0,0,0,0,0,3,35,0,1
2140,3,57,0,0,0,0,0,0,3,38,0,1
2141,3,54,0,0,0,0,0,0,3,35,0,1
2142,2,43,0,0,0,0,0,0,2,15,0,1
2143,3,39,0,0,0,0,0,0,2,13,0,1
2144,15,253,0,0,0,6,0,0,4,29,74,1
2145,2,42,0,0,0,0,0,0,3,22,1,1
2146,3,49,0,0,0,0,0,0,4,25,0,1
2147,2,49,0,1,0,0,0,0,3,25,1,1
2148,2,43,0,0,0,0,0,0,2,22,0,1
2149,3,43,0,0,0,0,0,0,3,20,0,1
2150,3,46,0,0,0,0,0,0,3,23,0,1
2151,3,70,0,0,0,2,0,0,4,29,2,1
2152,4,58,0,0,0,1,0,0,4,29,0,1
2153,2,100,0,2,0,1,0,0,4,41,1,1
2154,2,47,0,0,0,0,0,0,2,23,0,1
2155,8,93,0,1,0,0,0,0,4,20,12,1
2156,3,69,0,0,0,0,0,0,4,36,0,1
2157,4,57,0,1,0,0,0,0,2,37,0,1
2158,2,63,0,0,0,0,0,0,5,35,0,1
2159,4,67,0,0,0,0,0,0,6,41,0,1
2160,2,108,0,2,0,2,0,0,4,41,1,1
2161,3,68,0,0,1,0,0,0,5,39,7,1
2162,4,62,0,1,0,0,0,0,2,31,0,1
2163,1,58,0,1,0,0,0,0,4,33,19,1
2164,4,45,0,0,0,0,1,0,2,24,11,1
2165,2,179,0,0,0,2,0,0,5,57,71,1
2166,2,64,0,0,0,1,0,0,3,34,0,1
2167,2,46,0,0,0,0,0,0,4,26,2,1
